id,species,margin1,margin2,margin3,margin4,margin5,margin6,margin7,margin8,margin9,margin10,margin11,margin12,margin13,margin14,margin15,margin16,margin17,margin18,margin19,margin20,margin21,margin22,margin23,margin24,margin25,margin26,margin27,margin28,margin29,margin30,margin31,margin32,margin33,margin34,margin35,margin36,margin37,margin38,margin39,margin40,margin41,margin42,margin43,margin44,margin45,margin46,margin47,margin48,margin49,margin50,margin51,margin52,margin53,margin54,margin55,margin56,margin57,margin58,margin59,margin60,margin61,margin62,margin63,margin64,shape1,shape2,shape3,shape4,shape5,shape6,shape7,shape8,shape9,shape10,shape11,shape12,shape13,shape14,shape15,shape16,shape17,shape18,shape19,shape20,shape21,shape22,shape23,shape24,shape25,shape26,shape27,shape28,shape29,shape30,shape31,shape32,shape33,shape34,shape35,shape36,shape37,shape38,shape39,shape40,shape41,shape42,shape43,shape44,shape45,shape46,shape47,shape48,shape49,shape50,shape51,shape52,shape53,shape54,shape55,shape56,shape57,shape58,shape59,shape60,shape61,shape62,shape63,shape64,texture1,texture2,texture3,texture4,texture5,texture6,texture7,texture8,texture9,texture10,texture11,texture12,texture13,texture14,texture15,texture16,texture17,texture18,texture19,texture20,texture21,texture22,texture23,texture24,texture25,texture26,texture27,texture28,texture29,texture30,texture31,texture32,texture33,texture34,texture35,texture36,texture37,texture38,texture39,texture40,texture41,texture42,texture43,texture44,texture45,texture46,texture47,texture48,texture49,texture50,texture51,texture52,texture53,texture54,texture55,texture56,texture57,texture58,texture59,texture60,texture61,texture62,texture63,texture64
1154,Acer_Rubrum,1953,3906,21484,7812,42969,7812,5859,5859,17578,13672,0,23438,3906,9766,48828,0,5859,3906,23438,5859,21484,23438,0,15625,15625,9766,9766,3125,3906,29297,19531,21484,1953,1953,9766,0,21484,54688,56641,19531,15625,3906,13672,27344,1953,19531,3125,39062,11719,3125,0,1953,54688,17578,21484,19531,7812,5859,17578,11719,1953,9766,9766,3906,10161,95366,88862,84233,78555,73079,683,63197,59351,55861,51674,47426,43318,41155,39426,36853,36559,375,3843,41818,45088,48111,52278,56893,61288,66235,71901,78212,84937,91343,97811,10262,96634,91971,86066,80702,7545,70618,65916,6097,56532,51614,48261,45307,41497,38928,36842,35929,36726,38467,40127,42493,45505,50228,54384,59094,63663,69488,7536,81426,87934,94547,10152,10775,0,0,0,26367,0,0,0,0,0,53711,5859,0,0,0,0,0,0,0,38086,0,0,0,1953,293,0,83984,3906,0,23438,0,20508,0,27148,0,0,0,31055,0,293,11719,51758,0,6836,0,0,0,3906,0,0,293,0,0,18555,15625,0,0,0,3906,3906,16602,0,17578,0,977
1156,Quercus_Trojana,0,7812,50781,27344,3906,3906,3125,0,9766,13672,19531,15625,15625,15625,15625,0,19531,17578,7812,7812,56641,5859,0,1953,7812,17578,7812,7812,56641,9766,7812,1953,11719,0,1953,17578,21484,52734,11719,1953,0,13672,50781,15625,21484,3906,42969,25391,3906,46875,25391,0,39062,3906,3906,11719,17578,15625,42969,3906,0,3906,19531,3906,52475,52001,54182,5719,61684,6598,71869,77806,84264,88839,94892,10243,10606,11268,1183,11697,11119,10504,1,94709,90454,87561,81047,77952,74042,68887,67329,638,59632,56866,54229,51739,50847,50945,51246,52624,55879,57956,60504,6295,67232,74329,77983,85065,91924,99682,10763,11244,1224,11673,11569,11274,10649,99016,92504,87715,82922,78286,72016,673,62536,58369,55475,53648,9766,4883,977,30273,0,5859,25391,0,29297,29297,6836,0,4883,977,0,0,9766,0,30078,977,0,0,3906,10742,293,10059,1953,0,14648,1953,15625,0,15625,0,293,0,40039,0,4883,84961,0,0,0,1953,977,0,6836,0,1953,18555,0,0,3125,11328,0,0,1953,8789,11719,5859,0,3418,0,1953
1157,Quercus_Afares,7812,11719,42969,29297,3906,5859,21484,7812,1953,19531,1953,9766,11719,11719,13672,0,23438,17578,3906,23438,41016,9766,0,3906,9766,29297,13672,11719,21484,9766,0,1953,17578,0,21484,25391,13672,44922,15625,3906,5859,11719,60547,19531,35156,0,39062,25391,0,60547,23438,7812,19531,0,11719,11719,23438,7812,33203,11719,3906,3906,15625,3906,57955,56773,53137,5818,56906,53768,51392,48413,46448,46931,52905,58919,51404,46236,45972,48148,5018,54656,56341,55456,56275,55035,57384,52098,45575,38464,31394,28009,34548,41446,4527,4756,51574,46721,39339,38588,46596,50181,51062,45054,50039,53882,54596,59812,568,55351,49659,49757,52564,496,4319,35577,39975,4768,52246,50235,49585,46089,37796,30957,31099,37921,45071,51842,11816,6836,6836,7812,0,10742,11523,977,2832,42969,0,0,12695,7812,0,0,13672,0,77148,5859,0,0,22461,293,8789,0,45898,0,8789,13672,11719,0,0,3906,8789,0,1953,12695,10547,61523,18555,977,21484,11719,24414,0,20508,0,4883,1953,0,0,977,3125,0,0,23438,0,6836,977,0,977,26367,41016
1159,Acer_Opalus,19531,41016,46875,9766,1953,46875,78125,0,1953,39062,15625,3906,41016,0,17578,0,21484,9766,9766,19531,15625,0,0,13672,0,13672,0,13672,7812,21484,3906,0,17578,0,35156,1953,19531,37109,3125,5859,0,5859,15625,19531,9766,5859,17578,48828,0,19531,7812,1953,25391,3906,66406,1953,9766,3906,23438,0,5859,1953,41016,1953,54503,57194,6259,59259,55389,52355,49219,45783,43817,43137,39159,38596,37092,37133,33757,32525,33532,32359,32825,34219,35036,3576,38455,39267,40539,41571,43263,46033,46126,46548,47264,48466,47659,46192,4797,44228,42328,42763,42174,41562,41026,39519,37539,37195,36796,358,35512,34393,35393,3747,36511,36198,37605,36073,37679,41504,39225,41336,43519,43283,47617,47775,48291,52704,18848,13672,10742,1953,977,3906,63477,17578,40039,37109,3906,0,977,22461,0,0,19531,0,61523,22461,0,3906,16602,0,3906,9766,3906,977,29297,9766,50781,0,1953,48828,6836,0,0,30273,13672,41992,0,0,9766,16602,6836,8789,24414,977,9766,25391,0,0,977,60547,6836,0,6836,977,19531,0,0,5859,293,11719
1160,Sorbus_Aria,5859,1953,11719,7812,56641,7812,21484,3906,3906,15625,7812,3125,23438,3906,39062,0,7812,7812,9766,5859,39062,15625,0,0,3906,15625,5859,15625,11719,25391,3125,17578,9766,0,0,7812,7812,41016,37109,39062,9766,11719,9766,35156,1953,25391,58594,64453,1953,9766,7812,0,42969,37109,17578,25391,9766,5859,1953,3906,0,0,19531,1953,12497,11598,10715,99212,94022,87574,80502,74198,68304,61205,54609,50395,48036,46564,3769,36802,38798,40417,39333,33532,40455,49539,54938,59027,6762,76365,82585,87444,96089,1042,11011,11833,11523,10859,99905,97618,90283,82827,83642,75468,66697,59849,62669,56045,49129,42181,43856,46892,43349,40724,39144,44562,48473,52197,55686,63084,6963,76776,84925,92347,10074,10794,11364,1227,0,12695,0,0,0,293,0,0,42969,0,6836,0,0,55664,0,0,6836,0,0,0,0,6543,14648,44922,0,39062,0,0,18652,0,58594,0,0,0,0,0,0,0,0,0,0,6836,0,0,0,0,0,0,33203,2168,0,977,49805,29297,0,0,0,61523,42969,0,0,17578,3906,0
1163,Quercus_Rhysophylla,41016,74219,29297,21484,5859,66406,17578,0,3906,27344,52734,1953,58594,1953,1953,0,23438,33203,11719,15625,3906,0,0,0,0,3125,0,11719,37109,9766,3906,3906,25391,0,13672,23438,19531,19531,5859,3906,0,33203,3906,9766,21484,3906,5859,0,0,0,25391,0,3125,0,17578,0,13672,39062,35156,5859,0,0,44922,7812,57178,53955,53337,54141,54056,54327,59073,62629,66144,71709,76884,82728,87962,92811,95613,95772,10169,10952,10586,98048,96757,96155,91615,8671,81838,75821,70426,67607,62833,58362,56316,54738,52499,52485,54395,55479,56465,59583,63208,66117,70118,73624,78427,82111,85199,84064,8434,89063,90937,91563,98747,93414,89256,87041,81641,8133,79735,76006,7076,6577,6624,65245,62143,59913,977,293,0,14648,0,293,7812,0,24414,0,11719,0,0,66406,0,0,1953,0,74219,1953,0,48828,8789,19531,0,53711,0,0,29297,1953,42969,0,0,0,0,0,8789,293,4883,24414,0,977,0,0,5859,0,5859,0,18555,51758,12402,0,2832,80078,0,3906,3906,33203,22461,1953,0,49805,5859,1953
1165,Acer_Rubrum,1953,0,17578,27344,3125,1953,7812,0,9766,0,0,3125,7812,9766,625,0,9766,1953,3906,5859,21484,19531,0,23438,15625,21484,19531,21484,9766,19531,35156,19531,0,7812,3906,3906,9766,41016,39062,29297,21484,11719,3125,23438,9766,19531,50781,56641,9766,37109,3906,1953,25391,13672,19531,3125,9766,1953,5859,7812,0,9766,1953,3906,99394,10062,9421,87627,81599,76121,70241,64493,58891,53579,48631,44064,40313,37009,34502,33244,31517,32474,33903,35248,37429,39749,42389,46093,50694,55658,60892,66389,72198,78287,84548,90835,9335,86855,80649,74501,68698,63054,58009,53334,4891,45729,43038,40986,38398,36067,34701,34418,34489,34517,36274,37731,40556,4266,45507,50151,54811,57783,62818,67792,73565,79894,86306,92805,0,0,0,27344,0,0,0,0,0,4883,293,0,0,0,4883,0,0,0,22461,0,0,0,5859,1953,0,64453,0,0,5859,0,22461,0,38574,0,0,0,33105,0,0,4883,3125,0,293,0,0,0,977,0,0,0,0,0,12695,12695,0,0,0,0,0,26367,0,2832,0,0
1166,Quercus_Greggii,19531,21484,54688,13672,9766,17578,46875,0,0,44922,11719,7812,35156,0,13672,0,17578,19531,5859,15625,23438,0,0,0,1953,58594,0,19531,13672,23438,3906,0,21484,0,17578,1953,25391,52734,13672,1953,0,11719,21484,25391,15625,7812,15625,19531,0,7812,15625,0,82031,0,41016,0,17578,19531,37109,1953,0,0,25391,0,23897,22466,21123,19792,18428,17128,15796,14587,13298,11905,10683,94409,83574,73961,65499,59773,55986,55847,58353,64253,72724,81931,93342,10559,11814,13084,14445,15825,17118,18548,20024,21237,21106,19885,18675,1745,16383,15212,1404,12926,11885,10939,99343,91148,82601,74711,702,6728,67438,69601,73002,79683,87227,96406,10708,1193,13264,14558,16044,17603,19217,20901,22627,24313,31934,6836,10742,1953,0,0,1543,22461,0,25391,0,0,0,0,0,0,0,43945,7812,25391,0,0,3906,0,3906,0,9766,0,0,0,0,0,0,25391,293,0,0,54688,3125,51758,0,0,11719,7812,24414,10742,24414,0,0,0,0,0,977,0,0,0,76172,0,1953,0,0,0,0,40039
1167,Quercus_Crassipes,27344,21484,29297,46875,1953,74219,5859,0,0,48828,19531,3906,17578,0,1953,0,21484,23438,5859,35156,0,3906,0,7812,1953,25391,0,13672,29297,41016,1953,0,50781,0,3125,41016,27344,13672,3906,0,0,37109,13672,15625,625,0,0,17578,0,3906,5859,0,15625,0,9766,3906,37109,3125,29297,3906,0,0,35156,0,79202,74002,6937,65095,60961,57166,53856,50848,48062,45336,42839,41621,40832,40501,40306,4028,40736,4125,42259,43632,4517,46569,48561,50712,52626,5476,55988,57302,5822,59318,62583,67227,70739,65562,60617,5878,57532,56032,54547,52399,50084,48203,46689,45084,44066,42881,42068,41367,40948,41023,41601,4229,4342,44691,46185,47544,4974,52963,56599,60228,65011,69086,73995,79155,16602,5859,13672,8789,293,75195,19531,3906,3906,12695,0,0,83008,0,0,1953,10742,14648,3906,13672,0,0,27344,1953,32227,0,9668,10742,0,39062,0,0,0,6836,37109,0,0,20508,53711,14648,55664,13672,33203,39062,54688,8789,4883,0,0,0,0,0,0,977,0,0,39062,0,977,0,0,0,51758,6543
1168,Quercus_Kewensis,21484,5859,76172,50781,11719,3906,9766,0,5859,25391,17578,3906,11719,0,13672,0,3125,27344,21484,17578,9766,0,0,0,1953,50781,0,21484,35156,29297,0,0,3125,1953,11719,35156,27344,33203,3906,1953,5859,35156,19531,9766,68359,3906,15625,7812,0,0,19531,0,35156,0,11719,0,17578,33203,3125,13672,1953,0,19531,0,56189,51819,51961,49213,47359,47638,46229,43675,43639,42096,40466,40031,38669,39508,38195,37722,37911,39153,3768,39393,39826,3982,41814,41688,44952,45856,47101,50069,51906,55862,59632,63795,65171,60268,56566,52856,49459,47271,44683,44136,42423,40458,41315,39691,40129,37863,38211,38159,37175,37615,38173,38618,39037,40534,40696,4191,44556,46223,4656,49126,51666,535,54878,61056,83008,7812,9766,977,18555,39062,36133,17578,21484,3906,1953,0,32227,977,0,0,14648,3906,4883,10742,0,0,41992,977,11719,977,23438,3906,1953,12695,10742,0,0,11426,16602,0,977,61523,14648,8789,0,1953,7812,58594,42969,78125,2832,8789,3906,0,1953,0,977,9766,23438,0,26367,977,7812,977,0,977,19531,43945
1169,Cornus_Controversa,58594,70312,15625,0,0,99609,13672,0,7812,17578,48828,0,99609,1953,1953,0,42969,39062,5859,21484,5859,0,0,1953,0,13672,0,0,29297,5859,0,0,48828,0,37109,39062,9766,9766,1953,0,0,27344,0,1953,23438,0,1953,0,0,5859,52734,0,11719,0,0,1953,17578,21484,19531,9766,7812,0,46875,1953,92913,86183,80097,76524,71798,67321,63319,58273,52411,47485,4408,41384,39375,36706,3309,26436,24996,26149,282,32381,36534,39562,39961,43779,5037,56987,63223,69686,73671,8016,86709,92579,93811,89176,83091,76981,70212,63848,58395,54355,47871,41298,35501,36884,41333,38209,3406,3055,30437,34324,35098,35351,36872,43032,47469,49981,53496,57671,62026,67081,71947,77859,84637,91401,10742,42969,46875,0,30273,293,24414,42969,14648,0,0,23438,11719,9766,0,0,14648,87891,293,49805,0,6836,68359,0,977,0,0,73242,68359,5859,33203,0,0,5859,10742,0,0,41992,0,0,0,8789,0,0,61523,16602,32227,17578,6836,20508,0,11719,0,293,977,0,43945,0,12695,0,0,0,30273,1953
1170,Quercus_Pyrenaica,3906,5859,15625,625,17578,0,3906,0,5859,1953,21484,13672,23438,0,21484,0,11719,41016,50781,5859,13672,5859,0,5859,0,11719,0,15625,56641,3906,3906,1953,9766,0,1953,7812,7812,17578,17578,0,1953,89844,19531,1953,625,1953,11719,50781,0,35156,11719,1953,13672,5859,7812,0,3906,68359,68359,23438,0,0,29297,1953,35508,30043,24489,18772,13935,17121,22955,27738,2902,23437,17471,18004,23652,2997,33348,34564,40014,45371,46179,41108,3564,30829,33802,3547,29927,23811,17711,13557,16979,22985,28231,32633,31656,29908,24797,19318,14486,11356,13642,19295,22005,24418,28583,32065,32196,32873,31641,33039,36015,41824,4114,35766,31352,31119,32473,32878,28746,25318,21169,17413,19347,23395,28168,32265,19531,44922,17578,0,9766,41992,12695,50781,3418,0,0,0,21484,1953,0,0,45898,977,0,22461,0,0,67383,0,293,0,38086,977,29297,20508,32227,0,0,29297,22461,0,0,47852,12695,5859,0,977,3125,3418,3125,44922,33203,977,8789,19531,0,293,0,0,293,0,19531,0,4883,0,0,0,86914,43945
1171,Quercus_Hartwissiana,3906,5859,44922,3906,9766,11719,54688,3906,1953,19531,9766,3906,3125,1953,17578,0,11719,7812,9766,11719,27344,1953,0,17578,0,33203,1953,11719,13672,7812,3906,0,5859,1953,7812,15625,19531,46875,17578,3906,0,11719,27344,11719,1953,5859,37109,91797,0,52734,11719,1953,44922,3906,11523,1953,17578,11719,9766,3906,1953,1953,29297,0,99882,92507,88995,84574,79866,75221,71095,67868,64689,61247,57764,55702,53445,51344,49929,4886,48424,48674,49994,52196,53517,5723,60575,65558,71587,7705,82842,88707,95238,10247,10952,11705,11991,1126,10572,99446,92829,87427,81913,75866,70502,64875,59518,54926,51313,50158,48974,48673,4753,48447,49065,50999,53363,55052,58519,6246,65418,69247,73056,77427,82254,86582,90321,95017,27344,63477,13672,0,5957,13672,3906,98633,32227,0,0,4883,19531,977,0,19531,10156,977,977,6543,0,0,37109,293,293,0,977,5859,24414,11719,14648,0,0,41992,11719,0,0,39062,1953,6836,0,9766,0,5859,7812,77148,22461,36133,977,5859,0,977,0,0,47852,0,7812,0,7812,0,0,0,25391,15625
1172,Prunus_X_Shmittii,0,0,13672,0,21484,0,0,3906,7812,0,0,46875,0,23438,25391,0,3906,0,5859,1953,64453,58594,0,23438,29297,7812,33203,3906,0,9766,48828,3125,0,0,0,0,1953,25391,19531,33203,11719,0,54688,3906,0,33203,37109,625,33203,3125,0,7812,15625,39062,5859,41016,0,3906,7812,0,1953,42969,0,21484,92753,89524,86241,83002,7892,74325,69997,66353,6344,60141,57419,55324,53902,52469,52464,51765,52658,54232,56219,58656,61359,65075,69003,73776,78538,83683,88273,95195,1028,1105,11824,12302,116,10857,10112,93965,87162,81029,75583,71057,66076,62456,59306,55696,52647,50915,49959,4944,494,50519,52052,54619,58365,6153,65916,69687,74087,7881,84104,90077,96976,10489,10675,98891,0,3906,7812,75195,0,12695,9766,977,7812,43945,9766,0,6836,17578,0,0,977,0,79102,293,0,11719,13672,0,29297,5859,293,1953,33203,11719,78125,293,6836,0,6836,0,0,3906,64453,38086,41992,0,53711,0,10742,0,51758,0,22461,3125,977,6836,19531,10645,0,0,6836,977,10742,0,0,293,25391,16602
1173,Morus_Nigra,5859,1953,21484,5859,13672,0,21484,0,0,7812,1953,15625,7812,19531,3125,0,3906,1953,0,9766,33203,39062,3906,625,15625,21484,27344,7812,5859,17578,15625,3906,7812,3906,3906,0,7812,44922,37109,21484,1953,0,11719,19531,0,15625,29297,56641,7812,42969,3906,13672,17578,7812,27344,3125,7812,1953,3906,0,3906,21484,11719,5859,45044,4596,4679,47846,48937,5086,5354,5504,57136,58254,58749,58063,55482,52295,49283,55026,5996,55012,49899,54695,585,58771,59202,58875,57645,5625,54328,51799,49755,47577,47086,45674,45374,44785,44454,45137,44902,45573,46201,46885,48787,50121,52396,55425,57122,59489,62436,66432,71237,69474,64586,62558,59658,56473,54133,53078,51207,49383,48305,4629,45278,43949,43285,43309,8789,5859,5859,20508,293,10742,8789,7812,22461,11719,36133,0,1953,15625,0,0,11719,0,11719,21484,0,42969,6836,0,9766,12695,77148,0,60547,4883,42969,0,3906,8789,11719,0,293,7812,3418,3906,17578,0,47852,125,1953,4883,41016,0,13672,68359,3906,0,10742,3418,5859,0,977,0,35156,0,0,17578,3906,32227
1174,Tilia_Oliveri,5859,7812,74219,29297,13672,5859,27344,0,11719,23438,9766,1953,25391,1953,7812,0,33203,15625,19531,23438,1953,0,0,9766,0,37109,1953,3125,19531,15625,7812,0,3125,0,15625,13672,37109,66406,27344,7812,11719,15625,0,19531,13672,11719,17578,1953,0,3906,15625,7812,50781,3906,52734,0,17578,15625,41016,5859,1953,1953,23438,3906,11337,11235,10531,98519,91458,84847,77996,71699,64956,58454,51808,45874,40525,36383,31356,27745,25789,2667,29393,34198,3738,41198,4616,51743,58162,64125,7077,76657,83282,89657,96279,10279,10632,10192,95327,88606,84112,77595,71778,65587,59342,53868,48266,42983,38467,34453,31387,30184,29743,31538,34289,37601,42447,4769,52398,57578,62735,68339,74508,80409,86687,92828,99244,10611,1953,8789,977,66406,0,0,977,9766,1953,5957,977,0,0,977,0,0,25391,15625,4883,10742,0,0,18555,17578,13574,977,56641,1953,6836,0,6836,0,49805,1953,6836,0,3906,0,9668,54688,46875,0,17676,977,39062,0,11719,0,0,293,977,977,7812,6836,0,0,15625,1953,6836,0,0,0,0,12695
1175,Celtis_Koraiensis,11719,13672,25391,13672,35156,17578,5859,0,15625,23438,5859,19531,25391,7812,3125,0,3906,1953,7812,7812,15625,9766,0,9766,11719,23438,3906,29297,11719,35156,29297,11719,9766,5859,11719,5859,9766,39062,29297,11719,23438,5859,1953,35156,1953,27344,35156,19531,42969,5859,3906,15625,29297,42969,7812,9766,9766,5859,21484,15625,5859,17578,15625,11719,9368,90383,91789,8496,79929,79227,73319,68209,6616,68079,62746,5915,56339,55003,54105,5408,52442,50532,49365,50256,53315,56514,59557,62694,66785,71142,7594,80607,86379,92327,96711,10387,10666,10159,95816,89878,84151,77716,72213,6716,62776,59212,55909,52292,5035,50426,5044,5122,52083,53287,53272,5575,59016,62672,66764,6649,70797,74192,79986,79614,8473,90784,89846,95908,977,12695,15625,0,21484,977,13672,12402,8789,0,977,0,293,2832,0,0,5859,0,1953,56641,0,24414,51758,0,0,0,0,0,12402,7812,10352,293,0,3906,12695,0,0,72266,0,0,0,0,1953,0,25391,26367,66406,977,8789,63477,977,977,0,293,0,0,67383,0,23438,0,0,0,977,11719
1176,Sorbus_Aria,5859,1953,21484,7812,29297,0,27344,0,5859,35156,0,33203,0,1953,3125,0,19531,1953,3906,7812,35156,11719,0,7812,23438,19531,5859,15625,5859,37109,17578,27344,1953,0,9766,5859,17578,50781,21484,29297,19531,3906,17578,21484,5859,27344,35156,50781,11719,29297,17578,0,35156,33203,19531,33203,19531,5859,13672,0,1953,1953,15625,1953,10476,11351,10713,98324,93428,88582,83833,77357,69811,64996,60957,53341,47415,4655,46205,47675,40826,38614,43511,50289,49578,5527,62678,70042,68488,7606,83932,91915,9105,99612,1023,11076,11407,11789,10994,10126,93295,9231,83527,74511,66981,66988,60149,53516,57904,51634,45212,41158,49356,45459,4205,40921,48711,51383,53002,5542,61855,66814,70573,74398,81661,87958,9265,99555,0,977,0,0,0,0,0,0,60547,0,33203,0,0,27344,977,0,21484,0,0,0,0,32227,0,9766,0,14258,0,0,16406,0,22461,293,0,0,0,0,10742,0,0,0,0,977,0,0,0,0,0,0,18555,17969,4883,0,32227,7812,0,0,0,15234,9766,9766,0,53711,977,0
1179,Callicarpa_Bodinieri,21484,29297,23438,50781,7812,13672,19531,0,5859,27344,35156,1953,60547,1953,3906,0,27344,46875,21484,21484,3906,0,0,0,1953,19531,0,19531,29297,37109,1953,0,23438,0,9766,3125,15625,3906,7812,0,5859,19531,9766,23438,58594,7812,7812,11719,0,0,25391,0,19531,0,15625,0,21484,37109,41016,37109,0,0,3125,1953,10433,97194,9172,89086,84672,78848,7352,68313,63248,58222,53974,49533,45977,43356,40825,39855,39563,40193,4221,45048,4835,5209,55878,59611,63509,68441,73399,78892,84406,90291,96145,10217,10708,10083,94215,87449,81313,75352,69644,63607,59103,54541,50726,46608,43463,40585,39462,38626,39052,40144,42288,4528,48489,53436,58228,63314,68233,73152,77968,83118,87323,93486,10016,10721,0,58594,0,0,0,51758,977,0,11914,0,1953,0,24414,977,0,0,11816,977,3906,3906,0,0,25391,4883,0,17578,0,0,11231,14648,1709,0,0,0,977,0,0,0,0,0,0,1953,0,0,16602,0,293,0,60547,13672,0,0,10742,50781,0,0,293,10742,91797,0,0,5859,0,0
1180,Quercus_Nigra,15625,66406,25391,5859,0,3125,19531,0,3906,21484,78125,3906,11133,1953,3906,0,13672,44922,21484,3906,7812,0,0,0,1953,15625,1953,1953,9375,3906,0,0,19531,0,11719,27344,15625,15625,3906,0,0,25391,19531,1953,42969,0,7812,9766,0,9766,3125,0,9766,0,7812,0,15625,54688,23438,19531,0,0,25391,1953,10102,93731,87464,80633,74505,67862,61438,55507,5054,44822,39724,35893,32327,29798,27866,28096,29027,34203,38527,42599,46315,50878,56742,62438,6782,7284,78397,85025,90094,93817,99132,10475,10323,96965,92361,8719,82954,78162,72428,66479,60825,55835,51349,47572,41273,373,34033,30134,27873,28011,30727,33401,3753,42334,47514,53826,59444,66142,72497,79274,86372,94185,1016,10482,6836,10742,2832,0,55664,0,6836,33203,0,0,0,11035,32227,4883,0,19531,5859,8789,0,3125,33203,22461,25391,0,1953,0,0,51758,22461,22461,11719,15625,0,23438,14648,7812,0,27344,0,0,0,35156,3906,1953,12695,42969,5859,82031,13672,20508,0,20508,0,0,51758,0,23438,0,14648,0,24414,0,7812,3906
1182,Acer_Saccharinum,0,0,19531,23438,35156,0,0,0,41016,1953,0,17578,0,44922,17578,0,0,0,41016,0,23438,15625,0,27344,35156,3906,33203,27344,1953,3906,50781,50781,0,15625,0,0,1953,44922,11719,11719,56641,1953,5859,3906,0,21484,19531,0,44922,37109,0,35156,1953,33203,0,3906,1953,0,25391,19531,11719,37109,0,37109,80196,81601,8131,81769,82701,82782,82339,81756,79835,78473,75626,70916,66656,59496,50939,4301,42648,50871,4538,37633,44035,52234,61256,67741,72284,76748,80749,83721,86367,87838,87462,85962,83684,82262,8158,81271,79881,78525,75585,73338,76353,77138,77075,75932,75233,74274,73237,71562,70492,673,69885,72199,72437,73381,74133,76733,78181,7898,78782,79553,79474,79914,79671,7992,0,10156,45898,293,99609,3418,0,13281,0,0,0,12695,12695,0,0,0,12012,38086,0,80078,0,0,3125,0,0,0,0,58594,1953,3125,3906,0,0,9766,3418,0,0,2832,0,0,0,0,977,0,46875,11719,5859,10742,0,0,0,0,0,977,3906,0,36133,0,293,0,0,0,0,0
1184,Acer_Saccharinum,0,0,3125,25391,19531,3906,1953,5859,76172,0,0,5859,9766,3125,3906,0,1953,5859,9766,1953,19531,21484,0,23438,39062,5859,64453,23438,1953,17578,23438,54688,0,0,1953,0,11719,25391,3906,15625,15625,1953,1953,9766,5859,21484,35156,1953,625,19531,0,39062,1953,27344,1953,7812,0,0,23438,9766,7812,39062,13672,64453,86036,86273,87593,87491,87556,86384,85632,84804,83115,81241,77626,74164,70026,63141,55114,47402,50665,44236,47491,561,64803,71051,75923,79018,8155,83181,85006,85942,86156,86538,86239,85912,86668,8741,8686,86274,84582,83565,82357,81378,80987,7949,77424,75703,75069,73829,73029,71119,6888,71747,73864,74189,72141,74427,77358,79132,80469,81487,81974,83294,84133,84596,84626,84946,293,80078,43945,0,1084,3906,977,9668,1953,0,0,80078,293,0,0,0,12695,10547,0,58594,0,0,13672,0,0,0,0,51758,0,5859,0,0,0,17578,14648,0,0,57617,0,0,0,0,0,0,25391,63477,7812,84961,293,0,0,0,0,0,13672,0,37109,0,1953,0,0,0,0,293
1186,Eucalyptus_Neglecta,78125,13281,19531,5859,0,12891,21484,0,7812,15625,89844,0,78125,5859,0,0,7812,21484,1953,9766,5859,0,0,0,3906,9766,0,0,41016,1953,0,0,23438,0,19531,27344,7812,3906,0,1953,0,23438,1953,0,23438,1953,7812,0,0,0,70312,0,7812,0,0,0,11719,17578,11719,11719,0,0,37109,1953,10609,99103,92835,86475,80382,74752,68774,6312,58125,53589,49383,44619,39489,38251,39439,41223,44204,46284,45346,41932,4589,51353,56627,61826,64268,62137,68212,74325,7974,78385,84734,91938,96085,90124,8464,80042,73783,67661,6664,61751,55528,50352,54449,52278,47209,42113,37678,41339,43543,42585,41515,41133,42364,4901,52157,55103,59354,64723,70911,77,83555,90431,97232,10423,5859,17578,16602,1953,12305,0,293,3125,0,0,293,6836,977,0,0,0,23438,1953,293,18555,0,0,7812,1953,977,977,5859,23438,16602,5859,27344,0,0,14941,10742,0,0,35156,977,293,0,0,14648,6836,6836,17578,11719,36133,0,6836,0,0,8789,12695,14746,0,977,977,10742,0,0,1953,0,10742
1187,Quercus_Vulcanica,11719,7812,13672,7812,7812,1953,25391,0,5859,9766,21484,17578,21484,0,37109,0,1953,7812,21484,5859,27344,15625,35156,33203,11719,21484,9766,11719,9766,3906,15625,7812,17578,3906,7812,1953,13672,13672,33203,19531,3906,5859,41016,13672,13672,3906,29297,12109,0,11719,0,5859,54688,5859,74219,13672,5859,21484,9766,7812,1953,7812,5859,0,5797,52309,47103,41838,37213,31638,28324,28011,29755,30994,26174,21672,19146,16285,12507,1168,15787,21663,27751,30458,25734,19506,1446,19732,25835,3176,37469,37074,31338,36723,42068,40417,44302,39036,39906,34814,28647,31667,34018,28506,21035,15188,1139,17869,23934,2652,22071,16448,14158,18743,24007,2738,2464,21952,20784,2298,2812,31996,32868,3691,38501,42857,48412,5414,52734,13672,293,0,15625,48828,37109,18555,39062,0,0,0,13672,43945,0,0,37109,0,22461,14648,0,0,81055,0,1953,0,29297,0,20508,16602,38086,0,0,73242,9766,0,0,56641,22461,8789,0,977,24414,37109,47852,13672,32227,0,13672,6836,0,0,0,9766,15625,0,36133,0,8789,0,0,0,15625,18555
